seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lat,lng,geometry,distance
,,"Orlando, FL",,201492,,,,,,,"Orlando, FL",-81.3790304,28.5421109,POINT (28.5421109 -81.3790304),659.9880892163505
,,"San Diego, CA",,201493,,,,,,,"San Diego, CA",-117.16277140000001,32.7174209,POINT (32.7174209 -117.1627714),115.94766982184925
,,"Spokane, WA",,201494,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),2070.3260870967174
,,"Spokane, WA",,201495,,,,,,,"Spokane, WA",-117.42122649999999,47.6579425,POINT (47.6579425 -117.4212265),925.2442492231772
,,"Dayton, OH",,201396,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),148.92001413737017
,,"Lexington, KY",,201397,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),79.03502143796608
,,"Salt Lake City, UT",,201398,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),549.3802643006065
,,"Kansas City, MO",,201399,,,,,,,"Kansas City, MO",-94.5781416,39.100105,POINT (39.100105 -94.5781416),42.542537672077344
,,"Austin, TX",,2013100,,,,,,,"Austin, TX",-97.7436995,30.2711286,POINT (30.2711286 -97.74369950000001),1121.7485932414013
,,"Philadelphia, PA",,2013101,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),339.93778571149846
,,"Dayton, OH",,2013102,,,,,,,"Dayton, OH",-84.1916069,39.758947799999994,POINT (39.75894779999999 -84.1916069),73.88662537453882
,,"Philadelphia, PA",,2013103,,,,,,,"Philadelphia, PA",-75.16352619999999,39.9527237,POINT (39.9527237 -75.16352619999999),135.33400174963194
,,"Lexington, KY",,2013104,,,,,,,"Lexington, KY",-84.4970393,38.0464066,POINT (38.0464066 -84.4970393),376.6173335337919
,,"Auburn Hills, MI",,2013105,,,,,,,"Auburn Hills, MI",-83.23410279999999,42.6875323,POINT (42.6875323 -83.23410279999999),77.32753582661681
,,"Salt Lake City, UT",,2013106,,,,,,,"Salt Lake City, UT",-111.88679750000001,40.759619799999996,POINT (40.7596198 -111.8867975),481.09283382209463
,,"Austin, TX",,2013107,,,,,,,"Austin, TX",-97.7436995,30.2711286,POINT (30.2711286 -97.74369950000001),957.6079031487933
,,"San Jose, CA",,2013108,,,,,,,"San Jose, CA",-121.89058329999999,37.3361905,POINT (37.3361905 -121.8905833),2865.829389815074
